incident_id,name_of_covered_entity,state,business_associate_involved,individuals_affected,date_of_breach,type_of_breach,location_of_breached_information,date_posted_or_updated,information_breached,entity,organization_type,method
1310,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","South Shore Hospital, Massachusetts",healthcare,lost / stolen media
1311,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Southern California Medical-Legal Consultants,healthcare,hacked
1312,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Spartanburg Regional Healthcare System,healthcare,lost / stolen computer
1313,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Stanford University,academic,lost / stolen computer
1314,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Starbucks,retail,lost / stolen computer
1315,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Starwoodincluding Westin Hotels & Resorts and Sheraton Hotels and Resorts,hotel,hacked
1316,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",State of Texas,government,accidentally published
1317,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Steam,web,hacked
1318,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",StockX,retail,hacked
1319,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Stratfor,military,accidentally published
1320,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Supervalu,retail,hacked
1321,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Sutter Medical Center,healthcare,lost / stolen computer
1322,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Syrian government (Syria Files),government,hacked
1323,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Taobao,retail,hacked
1324,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Taringa!,web,hacked
1325,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Target Corporation,retail,hacked
1326,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",TaxSlayer.com,web,hacked
1327,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",TD Ameritrade,financial,hacked
1328,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",TD Bank,financial,hacked
1329,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",TerraCom & YourTel,telecoms,accidentally published
1330,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Tetrad,market analysis,poor security
1331,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Texas Lottery,government,inside job
1332,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Ticketfly (subsidiary of Eventbrite),ticket distribution,hacked
1333,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Tianya Club,web,hacked
1334,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",TikTok,social media,poor security
1335,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",TK / TJ Maxx,retail,hacked
1336,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","T-Mobile, Deutsche Telekom",telecoms,lost / stolen media
1337,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",T-Mobile,telecom,hacked
1338,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Tricare,"military, healthcare",lost / stolen computer
1339,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","Triple-S Salud, Inc.",healthcare,lost / stolen media
1340,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Truecaller,Telephone directory,unknown
1341,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Trump Hotels,hotel,hacked
1342,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Tumblr,web,hacked
1343,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Twitch,tech,hacked
1344,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Twitch,tech,hacked/misconfiguration
1345,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Twitter,web,hacked
1346,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Typeform,tech,poor security
1347,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Uber,tech,poor security
1348,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Uber,transport,hacked
1349,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Ubisoft,gaming,hacked
1350,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Ubuntu,tech,hacked
1351,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","UCLA Medical Center, Santa Monica",healthcare,hacked
1352,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",UK Home Office,government,lost / stolen media
1353,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",UK Ministry of Defence,government,lost / stolen media
1354,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",UK Revenue & Customs,government,lost / stolen media
1355,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Universiti Teknologi MARA,academic,hacked
1356,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Under Armour,Consumer Goods,hacked
1357,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","University of California, Berkeley",academic,hacked
1358,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","University of California, Berkeley",academic,hacked
1359,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","University of Maryland, College Park",academic,hacked
